1	我看过许多勇敢的人，不怕措折地奋斗，这种精神值得我们学习。	我看过许多勇敢的人，不怕挫折地奋斗，这种精神值得我们学习。
1	人一出世就有许多方向可选择，选择的方向与自己未来有很大的关系。幼时，方向由父母帮我们决定；青春期时，方向由自己决定，自己选择的方向可以引响自己的未来。	人一出世就有许多方向可选择，选择的方向与自己未来有很大的关系。幼时，方向由父母帮我们决定；青春期时，方向由自己决定，自己选择的方向可以影响自己的未来。
1	为什么现在社会有所为的好人与坏人呢？那就与他们为自己做的决定有关，坏人在青春期时，为自己决定了一个不好的方向，使他们的一生再也见不到光明，好人在青春期时，为自己定下了好的方向，于是他们就会有彩色的人生。	为什么现在社会有所谓的好人与坏人呢？那就与他们为自己做的决定有关，坏人在青春期时，为自己决定了一个不好的方向，使他们的一生再也见不到光明，好人在青春期时，为自己定下了好的方向，于是他们就会有彩色的人生。
1	人生如果只是漫无目地不知要做什么，那是多无趣的事，但如果人生有了目标，你可以努力的去实践、达成，享受各种酸甜苦辣的滋味，人生遇到的挫折，达成一个阶断的喜悦等，而这个目标，就是指引你，往正确的方向。	人生如果只是漫无目地不知要做什么，那是多无趣的事，但如果人生有了目标，你可以努力的去实践、达成，享受各种酸甜苦辣的滋味，人生遇到的挫折，达成一个阶段的喜悦等，而这个目标，就是指引你，往正确的方向。
1	人生就好像在跑马拉松，要经过路程，如果遇到岔路，没有一个指引你方向的招牌或人，你就不知道该往哪里跑，而有这个招牌或人或是性格、兴趣、才能和心来判断，你该往哪走，心是很重要，你的心如果是善的，就会被指引到光明的方向，但如果你的心是邪恶的，你就会被带往黑暗的方向，从此自甘隋落。	人生就好像在跑马拉松，要经过路程，如果遇到岔路，没有一个指引你方向的招牌或人，你就不知道该往哪里跑，而有这个招牌或人或是性格、兴趣、才能和心来判断，你该往哪走，心是很重要，你的心如果是善的，就会被指引到光明的方向，但如果你的心是邪恶的，你就会被带往黑暗的方向，从此自甘堕落。
1	现在的我还不知该往哪走，要往光明或黑暗完全操之在己，就像为学的态度和做人处事一样，将来的学习方向，是看自己选择，到社会中，寻求工作也是自己的选择，我们要谨甚的选择，才不会迷失了方向，这样才能造就不悔的人生。	现在的我还不知该往哪走，要往光明或黑暗完全操之在己，就像为学的态度和做人处事一样，将来的学习方向，是看自己选择，到社会中，寻求工作也是自己的选择，我们要谨慎的选择，才不会迷失了方向，这样才能造就不悔的人生。
1	选择好的方向听起来虽然简单，不过其实没有那么容易，很多事情你虽然明白，但如果你失理智时，你可能就放胆的去做每一件事，所以要订下结论时，要有很理智，不要受到别人的引响。	选择好的方向听起来虽然简单，不过其实没有那么容易，很多事情你虽然明白，但如果你失理智时，你可能就放胆的去做每一件事，所以要订下结论时，要有很理智，不要受到别人的影响。
1	我觉得对于国中和高中的人，都别有交男女朋友的念头，一但你喜欢上一个女生或一个男生，你的功课就会一直变差，生活习惯，如：吃饭、睡觉也会不同。	我觉得对于国中和高中的人，都别有交男女朋友的念头，一旦你喜欢上一个女生或一个男生，你的功课就会一直变差，生活习惯，如：吃饭、睡觉也会不同。
1	人在做选择时，就像在决定航行的方向，每一次的抉择都悠关着事情的演变，不管是选择工作还是立定志向都是如此，而唯有明确的方向也才能有深谋远虑来掌控自己的人生。	人在做选择时，就像在决定航行的方向，每一次的抉择都攸关着事情的演变，不管是选择工作还是立定志向都是如此，而唯有明确的方向也才能有深谋远虑来掌控自己的人生。
1	当我选择时，绝不会后悔，因为己经做好了准备，也不后悔当初选择心的方向是不好的，所以我非常会把握自己的时机，绝不会让好运消失在我的眼前。	当我选择时，绝不会后悔，因为已经做好了准备，也不后悔当初选择心的方向是不好的，所以我非常会把握自己的时机，绝不会让好运消失在我的眼前。
1	做正确的事就如走到了正确的方向、好的方向，就有好的前途，所以，我们更该往好的方向前进，万万不能误入崎途。	做正确的事就如走到了正确的方向、好的方向，就有好的前途，所以，我们更该往好的方向前进，万万不能误入歧途。
1	以我们来当实立，只要有好的方向，认真的读书，就能考上好的高中，好的高中又能让你考上好的大学，好的大学毕业后才能有好的工作，听完了这些，有没有得到一些启发？快去寻找自己的方向吧！他们会影响你我的一生。	以我们来当实例，只要有好的方向，认真的读书，就能考上好的高中，好的高中又能让你考上好的大学，好的大学毕业后才能有好的工作，听完了这些，有没有得到一些启发？快去寻找自己的方向吧！他们会影响你我的一生。
1	唉！那个不行，这个也不好，这样说，我根本没专长嘛！等等！体育。运动家有饭吃，我有兴趣，我体育也还好。我分明就是个运动家嘛！这个方向，我应该不会后悔吧！所以，以后就要加油，努力迈近我的人生目标了。	唉！那个不行，这个也不好，这样说，我根本没专长嘛！等等！体育。运动家有饭吃，我有兴趣，我体育也还好。我分明就是个运动家嘛！这个方向，我应该不会后悔吧！所以，以后就要加油，努力迈进我的人生目标了。
1	我们不是植物，也不是物品，我们没有必要被控侄个人的方向，自己应该拥有的，就应该由自己来掌握，因为方向是个人决定而不是别人决定的事情。	我们不是植物，也不是物品，我们没有必要被控制个人的方向，自己应该拥有的，就应该由自己来掌握，因为方向是个人决定而不是别人决定的事情。
1	但以现在不景气和少子化的趋式，想成为老师除非有很高的文凭，不然是不容易的。	但以现在不景气和少子化的趋势，想成为老师除非有很高的文凭，不然是不容易的。
1	有方向容易；方向好不容易，有好的方向，却没有具体的实行，就等于没有。具体的实行，不能半途而费，要持之以恆。	有方向容易；方向好不容易，有好的方向，却没有具体的实行，就等于没有。具体的实行，不能半途而废，要持之以恆。
1	像我，我就知道我的方向，因为在我的心中，有一位全能的领导者，他会偷偷的在我耳边，小声的说：「你现在「好像」该去睡觉了吧？」等等，最特别的是，他总是用「好像」来告诉我方向，而且决不大声小叫。	像我，我就知道我的方向，因为在我的心中，有一位全能的领导者，他会偷偷的在我耳边，小声的说：「你现在「好像」该去睡觉了吧？」等等，最特别的是，他总是用「好像」来告诉我方向，而且绝不大声小叫。
1	或许，你会认为有一位可以告诉你方向的老师，是件「有没有都无所谓」的锁事，那我可要提醒你，话别太早说，因为我要问你：「请问你知道你的「方向」吗？」	或许，你会认为有一位可以告诉你方向的老师，是件「有没有都无所谓」的琐事，那我可要提醒你，话别太早说，因为我要问你：「请问你知道你的「方向」吗？」
1	我是个体质较瘦弱的人，常常三不五十就要跑医院，曾经有位善良的医生很同情的说：「你要好好照顾自己的身子，维持健康，以后才能成为一个有为的青年啊！」听了之后，我非常感动，也很感谢他。	我是个体质较瘦弱的人，常常三不五时就要跑医院，曾经有位善良的医生很同情的说：「你要好好照顾自己的身子，维持健康，以后才能成为一个有为的青年啊！」听了之后，我非常感动，也很感谢他。
2	跌倒了就要再站起来，并且把错的地放修正，走回正确的路。人生的方向或许很难知到在哪，但努力的找出人生的方向不是也很好。而我人生的方向就让我一点一点的寻找，因为我看到前面有美好的未来在等着我去找它。	跌倒了就要再站起来，并且把错的地方修正，走回正确的路。人生的方向或许很难知道在哪，但努力的找出人生的方向不是也很好。而我人生的方向就让我一点一点的寻找，因为我看到前面有美好的未来在等着我去找它。
1	我觉得人生不只要踏实，还要正确！每天过得开开心心的，踏踏实实的，在朝自己的梦想一点一点努力，不半途而癈，虎头蛇尾，我相信方向的尽头会有无限的光彩、荣耀和成就要闪耀着如太阳一般的光芒。	我觉得人生不只要踏实，还要正确！每天过得开开心心的，踏踏实实的，在朝自己的梦想一点一点努力，不半途而废，虎头蛇尾，我相信方向的尽头会有无限的光彩、荣耀和成就要闪耀着如太阳一般的光芒。
1	方向对我来说并不重要。从小所说的志愿根本不算是方向，那只是个虚假的梦想，但长大后，自己的方向，自己的未来要自由自己来掌控，别人是无法帮你决定的，所有是情都操之在己。	方向对我来说并不重要。从小所说的志愿根本不算是方向，那只是个虚假的梦想，但长大后，自己的方向，自己的未来要自由自己来掌控，别人是无法帮你决定的，所有事情都操之在己。
1	人生可以错很多次，但不能永拥迷失，迷失的人生是虚度的，有方向的人生才真实，所以啊！人生的方向盘要掌握好，而不是让方向盘掌握了你，让你人生的方向迈进「彩色」之路，开往金字塔的顶端，站在人生的最高点吧！	人生可以错很多次，但不能永远迷失，迷失的人生是虚度的，有方向的人生才真实，所以啊！人生的方向盘要掌握好，而不是让方向盘掌握了你，让你人生的方向迈进「彩色」之路，开往金字塔的顶端，站在人生的最高点吧！
1	你自己的方向其实不难找，可以从兴趣、专常这方面去找不是就很快找到了吗！有了梦就要去实践它，也要把握才可以。	你自己的方向其实不难找，可以从兴趣、专长这方面去找不是就很快找到了吗！有了梦就要去实践它，也要把握才可以。
1	我想要成为好的医生，是会把病者的死看的比自己重要，我希望长大后能帮助那些低收入户家庭，因为他门己经生活困苦了，如果又夺走他们心爱的家人，那叫他们如合承受呢？	我想要成为好的医生，是会把病者的死看的比自己重要，我希望长大后能帮助那些低收入户家庭，因为他门己经生活困苦了，如果又夺走他们心爱的家人，那叫他们如何承受呢？
2	如果真的想要当医生也是要把基楚打好，先读完国中、高中，一定不要好高骛远，否则后果不堪设想，不但无法完成自己的愿望，也可能因此误入其途。	如果真的想要当医生也是要把基础打好，先读完国中、高中，一定不要好高骛远，否则后果不堪设想，不但无法完成自己的愿望，也可能因此误入歧途。
2	在选好目标之后，你必须去答成它，还要有坚信自己一定能完成的信心，而且还要认真的、努力的在做。不要只有目标就想说轻而一举就能达到目的。	在选好目标之后，你必须去达成它，还要有坚信自己一定能完成的信心，而且还要认真的、努力的在做。不要只有目标就想说轻而易举就能达到目的。
1	达成目标这个方向可能并不是人人都认同的，但是这可能会让你在这人生的道路上是不会留下认何遗憾的，所以每个人都要有自己的梦想，但是不要做一些违反法律的事，免得让自己后悔。	达成目标这个方向可能并不是人人都认同的，但是这可能会让你在这人生的道路上是不会留下任何遗憾的，所以每个人都要有自己的梦想，但是不要做一些违反法律的事，免得让自己后悔。
1	如果你以后要当个人人夸奖、崇拜的职业，那从现在开始就努力的读书，但如果你要的只是那种挑砖头的工作，那就表示他以前不怎么用功，所以导至不能有好的职业，自己的方向就只能操之在己，没有别人。	如果你以后要当个人人夸奖、崇拜的职业，那从现在开始就努力的读书，但如果你要的只是那种挑砖头的工作，那就表示他以前不怎么用功，所以导致不能有好的职业，自己的方向就只能操之在己，没有别人。
2	我天生数学就不好，但是到了五年级时，数学好像开翘似的，直接冲到九十七分，父母高兴极了，但深怕我又掉下去了，所以带我去补习班上课，但是到了国中又掉下来了，有一天我回家哭诉说：「有人不相信我能考上建中。」爸爸安尉我说：「那你就要表现给别人看。」	我天生数学就不好，但是到了五年级时，数学好像开窍似的，直接冲到九十七分，父母高兴极了，但深怕我又掉下去了，所以带我去补习班上课，但是到了国中又掉下来了，有一天我回家哭诉说：「有人不相信我能考上建中。」爸爸安慰我说：「那你就要表现给别人看。」
5	自己从今天就要开始跟时间争斗，不放过忍何一秒，这才是我真正的潜能，自己的潜能也要慢慢的出来，不然你还是比人家烂，但是如果有努力的话，老天爷不会匮待你的。俗话说：「黄天不复苦心人。」这就是这个义思。	自己从今天就要开始跟时间争斗，不放过任何一秒，这才是我真正的潜能，自己的潜能也要慢慢的出来，不然你还是比人家烂，但是如果有努力的话，老天爷不会亏待你的。俗话说：「皇天不负苦心人。」这就是这个意思。
1	现在开始我将努力、用功，为了以后的人生做一番的规画；正所谓：「今日事，今日毕」，今天的事，今天做完，不拖拖拉拉，我应该把握这么好的读书环境，把握学校给予我的正确观念，把握这么好的同学，并力争上游、名列前矛，相信这样一定能使我变得，更加强盛。	现在开始我将努力、用功，为了以后的人生做一番的规画；正所谓：「今日事，今日毕」，今天的事，今天做完，不拖拖拉拉，我应该把握这么好的读书环境，把握学校给予我的正确观念，把握这么好的同学，并力争上游、名列前茅，相信这样一定能使我变得，更加强盛。
2	我人生的目标就是：「以后可以兼钱让自己和家人都可以过的很好。」因为父母有的时候会因为钱的事情而吵架。所以我人生的方向就要朝这样走，我之所以会选则这个方向，因为只要自己过的快乐，至少我的父母也会快乐，这样就可以全家人都过的快乐了。	我人生的目标就是：「以后可以赚钱让自己和家人都可以过的很好。」因为父母有的时候会因为钱的事情而吵架。所以我人生的方向就要朝这样走，我之所以会选择这个方向，因为只要自己过的快乐，至少我的父母也会快乐，这样就可以全家人都过的快乐了。
1	你认为人生的方向该往哪一边走？人生的方向不是由家人决定，更不是由别人决定，而是由你自已决定。	你认为人生的方向该往哪一边走？人生的方向不是由家人决定，更不是由别人决定，而是由你自己决定。
1	许多人因为家庭因素，而选择自己不喜欢的工作，因此他们生活的并不快乐。许多人也是因为家庭因素，而误入岐途，可能是因为他们在家庭里得不到温暖，这些人其实都走错了方向。	许多人因为家庭因素，而选择自己不喜欢的工作，因此他们生活的并不快乐。许多人也是因为家庭因素，而误入歧途，可能是因为他们在家庭里得不到温暖，这些人其实都走错了方向。
1	其实方向就象是在开车，每一个弯都要小心，如果一不小心，转错了弯，有可能就会出车祸，也就等于走错了方向。希望各位都能找到自己的方向。	其实方向就像是在开车，每一个弯都要小心，如果一不小心，转错了弯，有可能就会出车祸，也就等于走错了方向。希望各位都能找到自己的方向。
2	在我们小时后，出身约五岁时，我们走路的方向都是由家人或老师来引导的，我们思考问题的方向，也是由他们引导的；但长大后(上了小学)，若是家人或同学把你带到了人生的十字路口时，这时你就要为你所选择的方向而负责任了。	在我们小时候，出生约五岁时，我们走路的方向都是由家人或老师来引导的，我们思考问题的方向，也是由他们引导的；但长大后(上了小学)，若是家人或同学把你带到了人生的十字路口时，这时你就要为你所选择的方向而负责任了。
1	在这世界中，有很多奇人异事。俗话说的好：「三百六十行，行行出壮元。」有很多事情是因为有少数人努力而形成的。所以我觉得人应该先订出自己的理想，然后慢慢实现，所以我现在提出我的志愿。	在这世界中，有很多奇人异事。俗话说的好：「三百六十行，行行出状元。」有很多事情是因为有少数人努力而形成的。所以我觉得人应该先订出自己的理想，然后慢慢实现，所以我现在提出我的志愿。
3	我支待努力，因为成功靠的是过人的努力而不是过人的天分，像有些职篮明星，他们的一生中经历过挫折，每个人都有活下来的意义，上帝不可能造就了一个什么都不会做的人出来。像是某知明卡通里面的大雄，虽然一事无成，但是他有勇气去跟小叮当借道具始用。这不就说明了「天生我才必有用」这句话。	我支持努力，因为成功靠的是过人的努力而不是过人的天分，像有些职篮明星，他们的一生中经历过挫折，每个人都有活下来的意义，上帝不可能造就了一个什么都不会做的人出来。像是某知名卡通里面的大雄，虽然一事无成，但是他有勇气去跟小叮当借道具使用。这不就说明了「天生我才必有用」这句话。
1	我心的方向要怎么走？撰择的方向又是哪里？而我又该如何去把握方向？光这三个小问题就足够影响我的一生了，这样就可以知道决定一个方向有多么重要了。	我心的方向要怎么走？选择的方向又是哪里？而我又该如何去把握方向？光这三个小问题就足够影响我的一生了，这样就可以知道决定一个方向有多么重要了。
1	我觉得方向会影响我的人生，就是因为我所撰择的方向是好是坏，如果好，我就会很开心，而我的人生当然也会跟着愉悦了起来；如果坏，我一定会十分痛苦，也会十分的无趣，所以还是好的比较好，最后我觉得我的人生方向是--成为一个可以站在世界的舞台上发光、发热的台湾之光。	我觉得方向会影响我的人生，就是因为我所选择的方向是好是坏，如果好，我就会很开心，而我的人生当然也会跟着愉悦了起来；如果坏，我一定会十分痛苦，也会十分的无趣，所以还是好的比较好，最后我觉得我的人生方向是--成为一个可以站在世界的舞台上发光、发热的台湾之光。
1	人生的方向是由自己来决定的，要做的被人唾气的小偷，或是一个有成就的大人物，完全取自于你选择的「方向」。	人生的方向是由自己来决定的，要做的被人唾弃的小偷，或是一个有成就的大人物，完全取自于你选择的「方向」。
2	我的人生方向要由我自己来做决定，所以我认为目前国中阶段，最重要的方向应该就只有读书吧！再过二年就要升高中，高中是一个决定你将来该如何发展的地方；或许有人会觉得没关西，二年还很漫长呢！但那就大错特错了，二年其实一转眼就过了，只是你没发现而以。	我的人生方向要由我自己来做决定，所以我认为目前国中阶段，最重要的方向应该就只有读书吧！再过二年就要升高中，高中是一个决定你将来该如何发展的地方；或许有人会觉得没关系，二年还很漫长呢！但那就大错特错了，二年其实一转眼就过了，只是你没发现而已。
1	我的心，将来到底要朝什么方向走呢？那就是我最喜爱、也最励害的棒球这条路了。到底是为什么呢？	我的心，将来到底要朝什么方向走呢？那就是我最喜爱、也最厉害的棒球这条路了。到底是为什么呢？
1	因为在我小学二年级时，便开始接处了棒球，参加了棒球队。而那时，我迷上了棒球。可是在那个时候，我却不怎么强，算是中等的。虽然是如此，但我还是没有放弃它，反而更努力的练习。	因为在我小学二年级时，便开始接触了棒球，参加了棒球队。而那时，我迷上了棒球。可是在那个时候，我却不怎么强，算是中等的。虽然是如此，但我还是没有放弃它，反而更努力的练习。
1	现在的我们，彷彿位于一个十字路口，不知道该往哪个方向前进，那正是因为缺乏勇气及见闻的原故。	现在的我们，彷彿位于一个十字路口，不知道该往哪个方向前进，那正是因为缺乏勇气及见闻的缘故。
1	我现在虽然不太清楚自己的方向是什么，不过我明白对与错、是与非，等到我了解自己人生的目标和方向，一定会把握身旁的每一分机会，决对不让自己后悔，并且造就自己美丽人生。	我现在虽然不太清楚自己的方向是什么，不过我明白对与错、是与非，等到我了解自己人生的目标和方向，一定会把握身旁的每一分机会，绝对不让自己后悔，并且造就自己美丽人生。
1	每个人都能选择自己人生中的方向，有些人由性向测验决定未来的方向，也有人不断摸索、尝试各种方向找寻自己要的。方向错了，很可能会影向一生，后悔莫及；若方向对了，便能顺着自己要的方向继续向前。	每个人都能选择自己人生中的方向，有些人由性向测验决定未来的方向，也有人不断摸索、尝试各种方向找寻自己要的。方向错了，很可能会影响一生，后悔莫及；若方向对了，便能顺着自己要的方向继续向前。
1	在我的人生中可能遇到许多转泪点，可正，我现在仍向我心目中的方向前进-国文老师。从以前开始，我的记忆力就较其它方面强，且我喜爱阅读书籍，而我更是喜欢与小朋友们互动，毕竟，我也是个调皮的孩子。	在我的人生中可能遇到许多转捩点，可正，我现在仍向我心目中的方向前进-国文老师。从以前开始，我的记忆力就较其它方面强，且我喜爱阅读书籍，而我更是喜欢与小朋友们互动，毕竟，我也是个调皮的孩子。
1	有人说：「树业的方向，由风来决定；人的方向，由自己来决定。」你要自己去创造属于自己未来的人生方向，有好有坏，例如：前任美国总统因买下了石油盛产地，才让美国的经济好转，而那些买卖毒品的人，就因走向不好的方向，才会被抓。	有人说：「树叶的方向，由风来决定；人的方向，由自己来决定。」你要自己去创造属于自己未来的人生方向，有好有坏，例如：前任美国总统因买下了石油盛产地，才让美国的经济好转，而那些买卖毒品的人，就因走向不好的方向，才会被抓。
1	在努力的思考后，我的想法是，要「努力、有恆心」，因为，这些事情是要经过七、八年后才有可能实现的事情，也不能轻意的半途而废，不然长年的努力、心血都会白费。	在努力的思考后，我的想法是，要「努力、有恆心」，因为，这些事情是要经过七、八年后才有可能实现的事情，也不能轻易的半途而废，不然长年的努力、心血都会白费。
1	不过说得永远比做的好听，七、八年中间有很多的变数，所以！还是想看看现在的自己吧！必竟，以后的事谁也不知道啊！	不过说得永远比做的好听，七、八年中间有很多的变数，所以！还是想看看现在的自己吧！毕竟，以后的事谁也不知道啊！
1	人生就像一张珍贵的单程票，只能去不能回，每一分每一秒都要把握，做事要谨慎不要一马当先，否则后诲当初。	人生就像一张珍贵的单程票，只能去不能回，每一分每一秒都要把握，做事要谨慎不要一马当先，否则后悔当初。
1	现在，我的父母给我自己决定的权利，让我自己去决定，创造自己多彩多姿的人生。像：刚上国中时，我妈妈就问我要不要补习，她让我自己决定，只是偶尔再给我一点「益见」而已。	现在，我的父母给我自己决定的权利，让我自己去决定，创造自己多彩多姿的人生。像：刚上国中时，我妈妈就问我要不要补习，她让我自己决定，只是偶尔再给我一点「意见」而已。
1	最后的要素在于坚持方向，持之以衡，相信自己的方向，不被他人所左右。「行百里路，半九十。」便是提醒我们要有恆心、毅力以及不屈不挠的意志力，三心二意是成不了大事的。	最后的要素在于坚持方向，持之以恆，相信自己的方向，不被他人所左右。「行百里路，半九十。」便是提醒我们要有恆心、毅力以及不屈不挠的意志力，三心二意是成不了大事的。
2	老师说过：「云的方向，是由风来决定」但事人生的方向可不能随变的来决定，而是由你自己来决定你自己人生的未来。	老师说过：「云的方向，是由风来决定」但是人生的方向可不能随便的来决定，而是由你自己来决定你自己人生的未来。
3	尤其事国三的填选高中的志远，如果你填得好，你的人生未来方向就会是一个好的人生未来规画，那如果你填的时候只是随变填填就可以了，你填得不好的话，可能会引响你人生未来的后半段的。	尤其是国三的填选高中的志愿，如果你填得好，你的人生未来方向就会是一个好的人生未来规画，那如果你填的时候只是随便填填就可以了，你填得不好的话，可能会引响你人生未来的后半段的。
1	有一句话说：「父母是攻，我们是箭，他们只能帮我们射向更远的地方，但未来要降落在哪，只能靠我们自己选择。」	有一句话说：「父母是弓，我们是箭，他们只能帮我们射向更远的地方，但未来要降落在哪，只能靠我们自己选择。」
1	或许第一、二次并没有什么感觉，但几次之候，也许你会慢慢发现其实自己对某样东西很在行或很有兴趣，找到了方向，你就可以试着朝这个方向发展、努力。	或许第一、二次并没有什么感觉，但几次之后，也许你会慢慢发现其实自己对某样东西很在行或很有兴趣，找到了方向，你就可以试着朝这个方向发展、努力。
1	人生的方向一旦订下目标，就应该向它走去。而不是以三心二意的态度，随便订一个目标的心情去面对它，碰到和自己目标相同的人，可以他为师，可以互想告戒对方的优点或是缺点。	人生的方向一旦订下目标，就应该向它走去。而不是以三心二意的态度，随便订一个目标的心情去面对它，碰到和自己目标相同的人，可以他为师，可以互想告诫对方的优点或是缺点。
2	只要有努力的去实践自己所定下的目标，不偷懒，按步就班的去做，人生就不会有莫大的后悔。但是不要因为一点挫折而放弃目标，原本只差一步就可以底达终点线，但是被一颗「巨石」挡住道路而弃权，要一直的去努力，不轻易的认输。	只要有努力的去实践自己所定下的目标，不偷懒，按部就班的去做，人生就不会有莫大的后悔。但是不要因为一点挫折而放弃目标，原本只差一步就可以抵达终点线，但是被一颗「巨石」挡住道路而弃权，要一直的去努力，不轻易的认输。
1	所以努力的去做，不要因为一些芝马小事，而否定了自己是否适合在这一个目标中生存。	所以努力的去做，不要因为一些芝麻小事，而否定了自己是否适合在这一个目标中生存。
3	只有想从跟本去做，就像许多残伥还不是造就了属于自己的路，所以我们要努力去做、尽力去做，才能创造出属于自己的人生呀！人生就是要去冒险自己的人生，为什么要像长胫鹿一样不断的看外面的世界，何不出去探讨一下自己的人生，也没有人说，人生只能有一次失败。	只有想从根本去做，就像许多残障还不是造就了属于自己的路，所以我们要努力去做、尽力去做，才能创造出属于自己的人生呀！人生就是要去冒险自己的人生，为什么要像长颈鹿一样不断的看外面的世界，何不出去探讨一下自己的人生，也没有人说，人生只能有一次失败。
1	方向，是自己去决定的。不是别人帮你编排的。所以要选择对的方向、把握好的时机。这样来说好的关念就显得非常的重要。	方向，是自己去决定的。不是别人帮你编排的。所以要选择对的方向、把握好的时机。这样来说好的观念就显得非常的重要。
1	短期的方向、中期的方向、一辈子的方向，我都得继续精打细算、考虑一番，由其是一辈子的事，怎能让自己后悔，我会为了这个决定一生的「方向」好好努力，打造个让自己满意的「人生」。	短期的方向、中期的方向、一辈子的方向，我都得继续精打细算、考虑一番，尤其是一辈子的事，怎能让自己后悔，我会为了这个决定一生的「方向」好好努力，打造个让自己满意的「人生」。
1	是不是在心中你有一个可以「带」你走的对的方向？对我来说，是有点飘浮不定的，常常去思考人生的方向和意议，可能得到结果，或者并未找出方向，这就要用心的努力思考。	是不是在心中你有一个可以「带」你走的对的方向？对我来说，是有点飘浮不定的，常常去思考人生的方向和意义，可能得到结果，或者并未找出方向，这就要用心的努力思考。
1	别望了，有时机会不等人，就慢慢熘走了，所以可别错失了难得的机会，到时又后悔。	别忘了，有时机会不等人，就慢慢熘走了，所以可别错失了难得的机会，到时又后悔。
1	透过仔细的思考才知道，选择一直与我相关，且因年纪尚幼，常受到外界影响，所以会出现错误的选择，但是，因有明灯的出现，也致于不致于让我选择错误，走向岐途，也给了一个机会去选择。	透过仔细的思考才知道，选择一直与我相关，且因年纪尚幼，常受到外界影响，所以会出现错误的选择，但是，因有明灯的出现，也致于不致于让我选择错误，走向歧途，也给了一个机会去选择。
1	老师也是能够帮助自己选择方向的人，必竟老师看过的事物非常多，也能够在你迷失方向时推你一把。	老师也是能够帮助自己选择方向的人，毕竟老师看过的事物非常多，也能够在你迷失方向时推你一把。
1	我的方向是把全部，我因该做的事做好，像功课和其他的事物。	我的方向是把全部，我应该做的事做好，像功课和其他的事物。
1	有一句话说的好：「天身我材必有用。」每一个人都有他该去的方向(该去做的事)，像我把学生的本分做好就好了，大人就去工作赚钱。	有一句话说的好：「天生我材必有用。」每一个人都有他该去的方向(该去做的事)，像我把学生的本分做好就好了，大人就去工作赚钱。
1	我想我们选择了哪一个方向就要一直的去做，不要中途放弃，我觉得这种人是最烂的，我觉得失去了你的方向你的人生也会和游民一样是黑白的，只要你一直下去不气馁，有一天你一定会出人投地的。	我想我们选择了哪一个方向就要一直的去做，不要中途放弃，我觉得这种人是最烂的，我觉得失去了你的方向你的人生也会和游民一样是黑白的，只要你一直下去不气馁，有一天你一定会出人头地的。
1	有些人以加了帮派，误入岐途，这也是方向，不过，这是不对的选择。	有些人以加了帮派，误入歧途，这也是方向，不过，这是不对的选择。
1	读书的方向是为了创造美好的未来，不是为了应附他人，读书是为了自己而读，要从各方面涉猎知识，再分别研读，那样得到的学问是自己的。	读书的方向是为了创造美好的未来，不是为了应付他人，读书是为了自己而读，要从各方面涉猎知识，再分别研读，那样得到的学问是自己的。
1	人生的方向是重要的，不可轻易决定，不可随易胡邹，才可以下定论，但年轻时，若不先为自己的将来铺好往「成功」的路，当你遇到前往那条路时，路上是满地碎石和曲折，充满艰辛，你自然而然会往回走，因而逐渐堕落。	人生的方向是重要的，不可轻易决定，不可随易胡诌，才可以下定论，但年轻时，若不先为自己的将来铺好往「成功」的路，当你遇到前往那条路时，路上是满地碎石和曲折，充满艰辛，你自然而然会往回走，因而逐渐堕落。
2	一开始我觉得不管是什么方向，都一定会有它自己的原因在，例如：树叶从树枝上落到了地上，这是大为它的寿命己经到了，人为何要往无知的世界探锁着，因为人们想要追求新的知识和道理，好的方向是我们唯一最好的良药。	一开始我觉得不管是什么方向，都一定会有它自己的原因在，例如：树叶从树枝上落到了地上，这是大为它的寿命已经到了，人为何要往无知的世界探索着，因为人们想要追求新的知识和道理，好的方向是我们唯一最好的良药。
1	我碰到了那金字塔的顶端，那一刻，我便成功了，不只如此，进了社会，如我愿的成了精英，赚了大钱，我会学习我的偶象，相信「施比受更有福」，把我的成功分享给他人。	我碰到了那金字塔的顶端，那一刻，我便成功了，不只如此，进了社会，如我愿的成了精英，赚了大钱，我会学习我的偶像，相信「施比受更有福」，把我的成功分享给他人。
1	当一个人要选择自己的方向的那一插那，其实就已经决定了自己的人生，所以一定要把握方向，不要丧失了机会，。	当一个人要选择自己的方向的那一剎那，其实就已经决定了自己的人生，所以一定要把握方向，不要丧失了机会，。
2	我选择的方向是做一位对社会有帮助以及善良的人，这样我的人生必定多采多兹，将来及使没有钱，也是一位值得人家效法的人，如果我没有好好选择我的方向，选择了要让社会腐败，心也非常险恶的话，那我的人生一定是黑白的。	我选择的方向是做一位对社会有帮助以及善良的人，这样我的人生必定多采多姿，将来即使没有钱，也是一位值得人家效法的人，如果我没有好好选择我的方向，选择了要让社会腐败，心也非常险恶的话，那我的人生一定是黑白的。
1	总而言之呢！方向是很重要的，如果没有好好把握的话，一定是得不尝失的。	总而言之呢！方向是很重要的，如果没有好好把握的话，一定是得不偿失的。
